reporting_date,state,industry,turnover_millions
1/08/2023,Queensland ,"Cafes, restaurants and catering services ",691.7
1/08/2023,Queensland ,Takeaway food services ,471.1
1/08/2023,Queensland ,"Cafes, restaurants and takeaway food services ",1162.7
1/08/2023,South Australia ,Supermarket and grocery stores ,838.7
1/08/2023,South Australia ,Food retailing ,965.1
1/08/2023,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",97.9
1/08/2023,South Australia ,Electrical and electronic goods retailing ,122.8
1/08/2023,South Australia ,"Hardware, building and garden supplies retailing ",142.8
1/08/2023,South Australia ,Household goods retailing ,363.5
1/08/2023,South Australia ,Clothing retailing ,85.5
1/08/2023,South Australia ,Footwear and other personal accessory retailing ,57.3
1/08/2023,South Australia ,"Clothing, footwear and personal accessory retailing ",142.7
1/08/2023,South Australia ,Department stores ,115.1
1/08/2023,South Australia ,Newspaper and book retailing ,11.1
1/08/2023,South Australia ,Other recreational goods retailing ,33.5
1/08/2023,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",157.9
1/08/2023,South Australia ,Other retailing n.e.c. ,158.0
1/08/2023,South Australia ,Other retailing ,360.6
1/08/2023,South Australia ,"Cafes, restaurants and catering services ",146.1
1/08/2023,South Australia ,Takeaway food services ,131.2
1/08/2023,South Australia ,"Cafes, restaurants and takeaway food services ",277.3
1/08/2023,Western Australia ,Supermarket and grocery stores ,1250.3
1/08/2023,Western Australia ,Liquor retailing ,159.6
1/08/2023,Western Australia ,Other specialised food retailing ,131.3
1/08/2023,Western Australia ,Food retailing ,1541.1
1/08/2023,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",169.3
1/08/2023,Western Australia ,Electrical and electronic goods retailing ,210.5
1/08/2023,Western Australia ,"Hardware, building and garden supplies retailing ",232.7
1/08/2023,Western Australia ,Household goods retailing ,612.6
1/08/2023,Western Australia ,Clothing retailing ,122.9
1/08/2023,Western Australia ,Footwear and other personal accessory retailing ,89.7
1/08/2023,Western Australia ,"Clothing, footwear and personal accessory retailing ",212.5
1/08/2023,Western Australia ,Department stores ,190.7
1/08/2023,Western Australia ,Newspaper and book retailing ,20.5
1/08/2023,Western Australia ,Other recreational goods retailing ,70.1
1/08/2023,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",253.5
1/08/2023,Western Australia ,Other retailing n.e.c. ,277.4
1/08/2023,Western Australia ,Other retailing ,621.5
1/08/2023,Western Australia ,"Cafes, restaurants and catering services ",417.8
1/08/2023,Western Australia ,Takeaway food services ,297.9
1/08/2023,Western Australia ,"Cafes, restaurants and takeaway food services ",715.7
1/08/2023,Tasmania ,Supermarket and grocery stores ,260.1
1/08/2023,Tasmania ,Liquor retailing ,37.3
1/08/2023,Tasmania ,Other specialised food retailing ,13.3
1/08/2023,Tasmania ,Food retailing ,310.8
1/08/2023,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",29.2
1/08/2023,Tasmania ,Electrical and electronic goods retailing ,34.2
1/08/2023,Tasmania ,"Hardware, building and garden supplies retailing ",48.8
1/08/2023,Tasmania ,Household goods retailing ,112.2
1/08/2023,Tasmania ,Clothing retailing ,22.1
1/08/2023,Tasmania ,Newspaper and book retailing ,3.8
1/08/2023,Tasmania ,Other recreational goods retailing ,10.3
1/08/2023,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",31.1
1/08/2023,Tasmania ,Other retailing n.e.c. ,44.6
1/08/2023,Tasmania ,Other retailing ,89.7
1/08/2023,Tasmania ,"Cafes, restaurants and catering services ",48.7
1/08/2023,Tasmania ,Takeaway food services ,41.9
1/08/2023,Tasmania ,"Cafes, restaurants and takeaway food services ",90.6
1/08/2023,Northern Territory ,Supermarket and grocery stores ,142.9
1/08/2023,Northern Territory ,Food retailing ,161.3
1/08/2023,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",9.4
1/08/2023,Northern Territory ,Electrical and electronic goods retailing ,15.9
1/08/2023,Northern Territory ,"Hardware, building and garden supplies retailing ",23.4
1/08/2023,Northern Territory ,Household goods retailing ,48.7
1/08/2023,Northern Territory ,Clothing retailing ,11.9
1/08/2023,Northern Territory ,Newspaper and book retailing ,1.5
1/08/2023,Northern Territory ,Other recreational goods retailing ,8.0
1/08/2023,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",14.6
1/08/2023,Northern Territory ,Other retailing n.e.c. ,20.0
1/08/2023,Northern Territory ,Other retailing ,44.1
1/08/2023,Northern Territory ,"Cafes, restaurants and catering services ",34.1
1/08/2023,Northern Territory ,Takeaway food services ,24.2
1/08/2023,Northern Territory ,"Cafes, restaurants and takeaway food services ",58.3
1/08/2023,Australian Capital Territory ,Supermarket and grocery stores ,230.5
1/08/2023,Australian Capital Territory ,Liquor retailing ,22.1
1/08/2023,Australian Capital Territory ,Other specialised food retailing ,11.7
1/08/2023,Australian Capital Territory ,Food retailing ,264.3
1/08/2023,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",33.4
1/08/2023,Australian Capital Territory ,Electrical and electronic goods retailing ,40.9
1/08/2023,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",42.3
1/08/2023,Australian Capital Territory ,Household goods retailing ,116.6
1/08/2023,Australian Capital Territory ,Clothing retailing ,23.3
1/08/2023,Australian Capital Territory ,Footwear and other personal accessory retailing ,15.8
1/08/2023,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",39.2
1/08/2023,Australian Capital Territory ,Department stores ,30.7
1/08/2023,Australian Capital Territory ,Newspaper and book retailing ,1.6
1/08/2023,Australian Capital Territory ,Other recreational goods retailing ,6.0
1/08/2023,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",31.9
1/08/2023,Australian Capital Territory ,Other retailing n.e.c. ,41.6
1/08/2023,Australian Capital Territory ,Other retailing ,81.1
1/08/2023,Australian Capital Territory ,"Cafes, restaurants and catering services ",72.4
1/08/2023,Australian Capital Territory ,Takeaway food services ,47.5
1/08/2023,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",119.8
1/09/2023,New South Wales ,Supermarket and grocery stores ,3449.1
1/09/2023,New South Wales ,Liquor retailing ,455.7
1/09/2023,New South Wales ,Other specialised food retailing ,332.2
1/09/2023,New South Wales ,Food retailing ,4236.9
1/09/2023,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",482.6
1/09/2023,New South Wales ,Electrical and electronic goods retailing ,611.7
1/09/2023,New South Wales ,"Hardware, building and garden supplies retailing ",690.4
1/09/2023,New South Wales ,Household goods retailing ,1784.7
1/09/2023,New South Wales ,Clothing retailing ,771.8
1/09/2023,New South Wales ,Footwear and other personal accessory retailing ,325.8
1/09/2023,New South Wales ,"Clothing, footwear and personal accessory retailing ",1097.5
1/09/2023,New South Wales ,Department stores ,561.5
1/09/2023,New South Wales ,Newspaper and book retailing ,35.4
1/09/2023,New South Wales ,Other recreational goods retailing ,148.9
1/09/2023,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",610.1
1/09/2023,New South Wales ,Other retailing n.e.c. ,845.8
1/09/2023,New South Wales ,Other retailing ,1640.3
1/09/2023,New South Wales ,"Cafes, restaurants and catering services ",1105.0
1/09/2023,New South Wales ,Takeaway food services ,571.9
1/09/2023,New South Wales ,"Cafes, restaurants and takeaway food services ",1676.9
1/09/2023,Victoria ,Supermarket and grocery stores ,2793.9
1/09/2023,Victoria ,Liquor retailing ,371.0
1/09/2023,Victoria ,Other specialised food retailing ,213.8
1/09/2023,Victoria ,Food retailing ,3378.7
1/09/2023,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",371.2
1/09/2023,Victoria ,Electrical and electronic goods retailing ,560.6
1/09/2023,Victoria ,"Hardware, building and garden supplies retailing ",597.5
1/09/2023,Victoria ,Household goods retailing ,1529.2
1/09/2023,Victoria ,Clothing retailing ,516.8
1/09/2023,Victoria ,Footwear and other personal accessory retailing ,221.0
1/09/2023,Victoria ,"Clothing, footwear and personal accessory retailing ",737.8
1/09/2023,Victoria ,Department stores ,422.2
1/09/2023,Victoria ,Newspaper and book retailing ,37.7
1/09/2023,Victoria ,Other recreational goods retailing ,147.9
1/09/2023,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",704.0
1/09/2023,Victoria ,Other retailing n.e.c. ,562.3
1/09/2023,Victoria ,Other retailing ,1451.9
1/09/2023,Victoria ,"Cafes, restaurants and catering services ",899.4
1/09/2023,Victoria ,Takeaway food services ,488.5
1/09/2023,Victoria ,"Cafes, restaurants and takeaway food services ",1387.9
1/09/2023,Queensland ,Supermarket and grocery stores ,2450.8
1/09/2023,Queensland ,Food retailing ,2976.4
1/09/2023,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",271.3
1/09/2023,Queensland ,Electrical and electronic goods retailing ,412.1
1/09/2023,Queensland ,"Hardware, building and garden supplies retailing ",463.8
1/09/2023,Queensland ,Household goods retailing ,1147.1
1/09/2023,Queensland ,Clothing retailing ,351.4
1/09/2023,Queensland ,Footwear and other personal accessory retailing ,164.4
1/09/2023,Queensland ,"Clothing, footwear and personal accessory retailing ",515.7
1/09/2023,Queensland ,Department stores ,389.5
1/09/2023,Queensland ,Newspaper and book retailing ,45.3
1/09/2023,Queensland ,Other recreational goods retailing ,139.2
1/09/2023,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",396.0
1/09/2023,Queensland ,Other retailing n.e.c. ,445.9
1/09/2023,Queensland ,Other retailing ,1026.4
1/09/2023,Queensland ,"Cafes, restaurants and catering services ",703.5
1/09/2023,Queensland ,Takeaway food services ,465.1
1/09/2023,Queensland ,"Cafes, restaurants and takeaway food services ",1168.6
1/09/2023,South Australia ,Supermarket and grocery stores ,842.6
1/09/2023,South Australia ,Food retailing ,979.9
1/09/2023,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",91.0
1/09/2023,South Australia ,Electrical and electronic goods retailing ,122.4
1/09/2023,South Australia ,"Hardware, building and garden supplies retailing ",162.2
1/09/2023,South Australia ,Household goods retailing ,375.6
1/09/2023,South Australia ,Clothing retailing ,88.9
1/09/2023,South Australia ,Footwear and other personal accessory retailing ,62.3
1/09/2023,South Australia ,"Clothing, footwear and personal accessory retailing ",151.1
1/09/2023,South Australia ,Department stores ,124.0
1/09/2023,South Australia ,Newspaper and book retailing ,9.6
1/09/2023,South Australia ,Other recreational goods retailing ,37.7
1/09/2023,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",156.4
1/09/2023,South Australia ,Other retailing n.e.c. ,149.3
1/09/2023,South Australia ,Other retailing ,353.0
1/09/2023,South Australia ,"Cafes, restaurants and catering services ",140.4
1/09/2023,South Australia ,Takeaway food services ,129.8
1/09/2023,South Australia ,"Cafes, restaurants and takeaway food services ",270.2
1/09/2023,Western Australia ,Supermarket and grocery stores ,1241.6
1/09/2023,Western Australia ,Liquor retailing ,177.3
1/09/2023,Western Australia ,Other specialised food retailing ,129.9
1/09/2023,Western Australia ,Food retailing ,1548.8
1/09/2023,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",161.7
1/09/2023,Western Australia ,Electrical and electronic goods retailing ,216.6
1/09/2023,Western Australia ,"Hardware, building and garden supplies retailing ",247.5
1/09/2023,Western Australia ,Household goods retailing ,625.8
1/09/2023,Western Australia ,Clothing retailing ,128.8
1/09/2023,Western Australia ,Footwear and other personal accessory retailing ,89.6
1/09/2023,Western Australia ,"Clothing, footwear and personal accessory retailing ",218.4
1/09/2023,Western Australia ,Department stores ,203.7
1/09/2023,Western Australia ,Newspaper and book retailing ,19.1
1/09/2023,Western Australia ,Other recreational goods retailing ,71.6
1/09/2023,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",248.3
1/09/2023,Western Australia ,Other retailing n.e.c. ,267.9
1/09/2023,Western Australia ,Other retailing ,606.9
1/09/2023,Western Australia ,"Cafes, restaurants and catering services ",413.4
1/09/2023,Western Australia ,Takeaway food services ,302.0
1/09/2023,Western Australia ,"Cafes, restaurants and takeaway food services ",715.4
1/09/2023,Tasmania ,Supermarket and grocery stores ,263.3
1/09/2023,Tasmania ,Liquor retailing ,41.2
1/09/2023,Tasmania ,Other specialised food retailing ,12.8
1/09/2023,Tasmania ,Food retailing ,317.4
1/09/2023,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",27.7
1/09/2023,Tasmania ,Electrical and electronic goods retailing ,33.2
1/09/2023,Tasmania ,"Hardware, building and garden supplies retailing ",51.6
1/09/2023,Tasmania ,Household goods retailing ,112.5
1/09/2023,Tasmania ,Clothing retailing ,23.2
1/09/2023,Tasmania ,Newspaper and book retailing ,3.7
1/09/2023,Tasmania ,Other recreational goods retailing ,11.0
1/09/2023,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",31.5
1/09/2023,Tasmania ,Other retailing n.e.c. ,46.7
1/09/2023,Tasmania ,Other retailing ,92.9
1/09/2023,Tasmania ,"Cafes, restaurants and catering services ",54.2
1/09/2023,Tasmania ,Takeaway food services ,38.8
1/09/2023,Tasmania ,"Cafes, restaurants and takeaway food services ",93.0
1/09/2023,Northern Territory ,Supermarket and grocery stores ,138.1
1/09/2023,Northern Territory ,Food retailing ,155.7
1/09/2023,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",9.6
1/09/2023,Northern Territory ,Electrical and electronic goods retailing ,15.7
1/09/2023,Northern Territory ,"Hardware, building and garden supplies retailing ",22.3
1/09/2023,Northern Territory ,Household goods retailing ,47.7
1/09/2023,Northern Territory ,Clothing retailing ,10.2
1/09/2023,Northern Territory ,Newspaper and book retailing ,1.4
1/09/2023,Northern Territory ,Other recreational goods retailing ,7.3
1/09/2023,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",14.0
1/09/2023,Northern Territory ,Other retailing n.e.c. ,21.3
1/09/2023,Northern Territory ,Other retailing ,43.9
1/09/2023,Northern Territory ,"Cafes, restaurants and catering services ",33.1
1/09/2023,Northern Territory ,Takeaway food services ,22.8
1/09/2023,Northern Territory ,"Cafes, restaurants and takeaway food services ",55.9
1/09/2023,Australian Capital Territory ,Supermarket and grocery stores ,228.9
1/09/2023,Australian Capital Territory ,Liquor retailing ,23.9
1/09/2023,Australian Capital Territory ,Other specialised food retailing ,11.8
1/09/2023,Australian Capital Territory ,Food retailing ,264.6
1/09/2023,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",33.1
1/09/2023,Australian Capital Territory ,Electrical and electronic goods retailing ,43.8
1/09/2023,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",49.7
1/09/2023,Australian Capital Territory ,Household goods retailing ,126.6
1/09/2023,Australian Capital Territory ,Clothing retailing ,26.6
1/09/2023,Australian Capital Territory ,Footwear and other personal accessory retailing ,16.1
1/09/2023,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",42.6
1/09/2023,Australian Capital Territory ,Department stores ,34.2
1/09/2023,Australian Capital Territory ,Newspaper and book retailing ,1.5
1/09/2023,Australian Capital Territory ,Other recreational goods retailing ,7.5
1/09/2023,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",32.7
1/09/2023,Australian Capital Territory ,Other retailing n.e.c. ,41.0
1/09/2023,Australian Capital Territory ,Other retailing ,82.7
1/09/2023,Australian Capital Territory ,"Cafes, restaurants and catering services ",67.7
1/09/2023,Australian Capital Territory ,Takeaway food services ,45.8
1/09/2023,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",113.5
1/10/2023,New South Wales ,Supermarket and grocery stores ,3567.0
1/10/2023,New South Wales ,Liquor retailing ,447.7
1/10/2023,New South Wales ,Other specialised food retailing ,340.4
1/10/2023,New South Wales ,Food retailing ,4355.2
1/10/2023,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",519.8
1/10/2023,New South Wales ,Electrical and electronic goods retailing ,623.8
1/10/2023,New South Wales ,"Hardware, building and garden supplies retailing ",701.3
1/10/2023,New South Wales ,Household goods retailing ,1844.9
1/10/2023,New South Wales ,Clothing retailing ,766.3
1/10/2023,New South Wales ,Footwear and other personal accessory retailing ,338.6
1/10/2023,New South Wales ,"Clothing, footwear and personal accessory retailing ",1104.9
1/10/2023,New South Wales ,Department stores ,563.9
1/10/2023,New South Wales ,Newspaper and book retailing ,34.3
1/10/2023,New South Wales ,Other recreational goods retailing ,147.2
1/10/2023,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",599.8
1/10/2023,New South Wales ,Other retailing n.e.c. ,902.0
1/10/2023,New South Wales ,Other retailing ,1683.2
1/10/2023,New South Wales ,"Cafes, restaurants and catering services ",1150.7
1/10/2023,New South Wales ,Takeaway food services ,567.3
1/10/2023,New South Wales ,"Cafes, restaurants and takeaway food services ",1718.0
1/10/2023,Victoria ,Supermarket and grocery stores ,2933.3
1/10/2023,Victoria ,Liquor retailing ,342.6
1/10/2023,Victoria ,Other specialised food retailing ,217.9
1/10/2023,Victoria ,Food retailing ,3493.8
1/10/2023,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",414.4
1/10/2023,Victoria ,Electrical and electronic goods retailing ,575.9
1/10/2023,Victoria ,"Hardware, building and garden supplies retailing ",604.2
1/10/2023,Victoria ,Household goods retailing ,1594.5
1/10/2023,Victoria ,Clothing retailing ,500.3
1/10/2023,Victoria ,Footwear and other personal accessory retailing ,244.5
1/10/2023,Victoria ,"Clothing, footwear and personal accessory retailing ",744.8
1/10/2023,Victoria ,Department stores ,432.5
1/10/2023,Victoria ,Newspaper and book retailing ,39.2
1/10/2023,Victoria ,Other recreational goods retailing ,149.2
1/10/2023,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",700.2
1/10/2023,Victoria ,Other retailing n.e.c. ,592.8
1/10/2023,Victoria ,Other retailing ,1481.4
1/10/2023,Victoria ,"Cafes, restaurants and catering services ",919.4
1/10/2023,Victoria ,Takeaway food services ,490.4
1/10/2023,Victoria ,"Cafes, restaurants and takeaway food services ",1409.8
1/10/2023,Queensland ,Supermarket and grocery stores ,2563.5
1/10/2023,Queensland ,Food retailing ,3066.1
1/10/2023,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",285.2
1/10/2023,Queensland ,Electrical and electronic goods retailing ,398.1
1/10/2023,Queensland ,"Hardware, building and garden supplies retailing ",481.8
1/10/2023,Queensland ,Household goods retailing ,1165.1
1/10/2023,Queensland ,Clothing retailing ,347.4
1/10/2023,Queensland ,Footwear and other personal accessory retailing ,168.7
1/10/2023,Queensland ,"Clothing, footwear and personal accessory retailing ",516.1
1/10/2023,Queensland ,Department stores ,397.8
1/10/2023,Queensland ,Newspaper and book retailing ,44.7
1/10/2023,Queensland ,Other recreational goods retailing ,134.4
1/10/2023,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",407.1
1/10/2023,Queensland ,Other retailing n.e.c. ,491.4
1/10/2023,Queensland ,Other retailing ,1077.6
1/10/2023,Queensland ,"Cafes, restaurants and catering services ",696.4
1/10/2023,Queensland ,Takeaway food services ,467.1
1/10/2023,Queensland ,"Cafes, restaurants and takeaway food services ",1163.5
1/10/2023,South Australia ,Supermarket and grocery stores ,859.2
1/10/2023,South Australia ,Food retailing ,994.1
1/10/2023,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",100.1
1/10/2023,South Australia ,Electrical and electronic goods retailing ,125.8
1/10/2023,South Australia ,"Hardware, building and garden supplies retailing ",169.7
1/10/2023,South Australia ,Household goods retailing ,395.7
1/10/2023,South Australia ,Clothing retailing ,91.4
1/10/2023,South Australia ,Footwear and other personal accessory retailing ,67.1
1/10/2023,South Australia ,"Clothing, footwear and personal accessory retailing ",158.5
1/10/2023,South Australia ,Department stores ,130.9
1/10/2023,South Australia ,Newspaper and book retailing ,9.6
1/10/2023,South Australia ,Other recreational goods retailing ,35.3
1/10/2023,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",164.1
1/10/2023,South Australia ,Other retailing n.e.c. ,160.0
1/10/2023,South Australia ,Other retailing ,369.0
1/10/2023,South Australia ,"Cafes, restaurants and catering services ",138.8
1/10/2023,South Australia ,Takeaway food services ,134.8
1/10/2023,South Australia ,"Cafes, restaurants and takeaway food services ",273.6
1/10/2023,Western Australia ,Supermarket and grocery stores ,1291.8
1/10/2023,Western Australia ,Liquor retailing ,173.8
1/10/2023,Western Australia ,Other specialised food retailing ,138.1
1/10/2023,Western Australia ,Food retailing ,1603.8
1/10/2023,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",176.4
1/10/2023,Western Australia ,Electrical and electronic goods retailing ,223.4
1/10/2023,Western Australia ,"Hardware, building and garden supplies retailing ",271.7
1/10/2023,Western Australia ,Household goods retailing ,671.5
1/10/2023,Western Australia ,Clothing retailing ,138.8
1/10/2023,Western Australia ,Footwear and other personal accessory retailing ,96.6
1/10/2023,Western Australia ,"Clothing, footwear and personal accessory retailing ",235.4
1/10/2023,Western Australia ,Department stores ,221.4
1/10/2023,Western Australia ,Newspaper and book retailing ,18.4
1/10/2023,Western Australia ,Other recreational goods retailing ,77.7
1/10/2023,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",251.0
1/10/2023,Western Australia ,Other retailing n.e.c. ,286.0
1/10/2023,Western Australia ,Other retailing ,633.0
1/10/2023,Western Australia ,"Cafes, restaurants and catering services ",427.9
1/10/2023,Western Australia ,Takeaway food services ,305.7
1/10/2023,Western Australia ,"Cafes, restaurants and takeaway food services ",733.5
1/10/2023,Tasmania ,Supermarket and grocery stores ,272.4
1/10/2023,Tasmania ,Liquor retailing ,39.9
1/10/2023,Tasmania ,Other specialised food retailing ,14.7
1/10/2023,Tasmania ,Food retailing ,327.0
1/10/2023,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",31.7
1/10/2023,Tasmania ,Electrical and electronic goods retailing ,33.0
1/10/2023,Tasmania ,"Hardware, building and garden supplies retailing ",54.6
1/10/2023,Tasmania ,Household goods retailing ,119.3
1/10/2023,Tasmania ,Clothing retailing ,24.6
1/10/2023,Tasmania ,Newspaper and book retailing ,4.4
1/10/2023,Tasmania ,Other recreational goods retailing ,12.3
1/10/2023,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",32.6
1/10/2023,Tasmania ,Other retailing n.e.c. ,49.4
1/10/2023,Tasmania ,Other retailing ,98.7
1/10/2023,Tasmania ,"Cafes, restaurants and catering services ",56.3
1/10/2023,Tasmania ,Takeaway food services ,38.2
1/10/2023,Tasmania ,"Cafes, restaurants and takeaway food services ",94.5
1/10/2023,Northern Territory ,Supermarket and grocery stores ,138.9
1/10/2023,Northern Territory ,Food retailing ,154.4
1/10/2023,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",10.6
1/10/2023,Northern Territory ,Electrical and electronic goods retailing ,15.5
1/10/2023,Northern Territory ,"Hardware, building and garden supplies retailing ",22.0
1/10/2023,Northern Territory ,Household goods retailing ,48.2
1/10/2023,Northern Territory ,Clothing retailing ,10.3
1/10/2023,Northern Territory ,Newspaper and book retailing ,1.2
1/10/2023,Northern Territory ,Other recreational goods retailing ,6.6
1/10/2023,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",13.0
1/10/2023,Northern Territory ,Other retailing n.e.c. ,22.6
1/10/2023,Northern Territory ,Other retailing ,43.4
1/10/2023,Northern Territory ,"Cafes, restaurants and catering services ",28.8
1/10/2023,Northern Territory ,Takeaway food services ,21.8
1/10/2023,Northern Territory ,"Cafes, restaurants and takeaway food services ",50.6
1/10/2023,Australian Capital Territory ,Supermarket and grocery stores ,239.0
1/10/2023,Australian Capital Territory ,Liquor retailing ,23.2
1/10/2023,Australian Capital Territory ,Other specialised food retailing ,11.9
1/10/2023,Australian Capital Territory ,Food retailing ,274.2
1/10/2023,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",35.9
1/10/2023,Australian Capital Territory ,Electrical and electronic goods retailing ,42.6
1/10/2023,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",51.4
1/10/2023,Australian Capital Territory ,Household goods retailing ,129.9
1/10/2023,Australian Capital Territory ,Clothing retailing ,27.2
1/10/2023,Australian Capital Territory ,Footwear and other personal accessory retailing ,16.3
1/10/2023,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",43.5
1/10/2023,Australian Capital Territory ,Department stores ,35.1
1/10/2023,Australian Capital Territory ,Newspaper and book retailing ,1.6
1/10/2023,Australian Capital Territory ,Other recreational goods retailing ,6.9
1/10/2023,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",31.8
1/10/2023,Australian Capital Territory ,Other retailing n.e.c. ,45.0
1/10/2023,Australian Capital Territory ,Other retailing ,85.2
1/10/2023,Australian Capital Territory ,"Cafes, restaurants and catering services ",62.0
1/10/2023,Australian Capital Territory ,Takeaway food services ,45.5
1/10/2023,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",107.5
1/11/2023,New South Wales ,Supermarket and grocery stores ,3542.8
1/11/2023,New South Wales ,Liquor retailing ,474.5
1/11/2023,New South Wales ,Other specialised food retailing ,341.6
1/11/2023,New South Wales ,Food retailing ,4358.9
1/11/2023,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",618.9
1/11/2023,New South Wales ,Electrical and electronic goods retailing ,825.8
1/11/2023,New South Wales ,"Hardware, building and garden supplies retailing ",687.9
1/11/2023,New South Wales ,Household goods retailing ,2132.6
1/11/2023,New South Wales ,Clothing retailing ,906.1
1/11/2023,New South Wales ,Footwear and other personal accessory retailing ,401.8
1/11/2023,New South Wales ,"Clothing, footwear and personal accessory retailing ",1307.9
1/11/2023,New South Wales ,Department stores ,734.1
1/11/2023,New South Wales ,Newspaper and book retailing ,38.8
1/11/2023,New South Wales ,Other recreational goods retailing ,183.7
1/11/2023,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",631.8
1/11/2023,New South Wales ,Other retailing n.e.c. ,1072.3
1/11/2023,New South Wales ,Other retailing ,1926.6
1/11/2023,New South Wales ,"Cafes, restaurants and catering services ",1136.7
1/11/2023,New South Wales ,Takeaway food services ,558.2
1/11/2023,New South Wales ,"Cafes, restaurants and takeaway food services ",1694.9
1/11/2023,Victoria ,Supermarket and grocery stores ,2925.7
1/11/2023,Victoria ,Liquor retailing ,388.3
1/11/2023,Victoria ,Other specialised food retailing ,218.0
1/11/2023,Victoria ,Food retailing ,3532.0
1/11/2023,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",500.7
1/11/2023,Victoria ,Electrical and electronic goods retailing ,737.6
1/11/2023,Victoria ,"Hardware, building and garden supplies retailing ",623.3
1/11/2023,Victoria ,Household goods retailing ,1861.6
1/11/2023,Victoria ,Clothing retailing ,649.5
1/11/2023,Victoria ,Footwear and other personal accessory retailing ,291.8
1/11/2023,Victoria ,"Clothing, footwear and personal accessory retailing ",941.3
1/11/2023,Victoria ,Department stores ,568.8
1/11/2023,Victoria ,Newspaper and book retailing ,46.0
1/11/2023,Victoria ,Other recreational goods retailing ,187.5
1/11/2023,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",742.6
1/11/2023,Victoria ,Other retailing n.e.c. ,698.9
1/11/2023,Victoria ,Other retailing ,1675.0
1/11/2023,Victoria ,"Cafes, restaurants and catering services ",929.2
1/11/2023,Victoria ,Takeaway food services ,473.8
1/11/2023,Victoria ,"Cafes, restaurants and takeaway food services ",1402.9
1/11/2023,Queensland ,Supermarket and grocery stores ,2514.9
1/11/2023,Queensland ,Food retailing ,3029.0
1/11/2023,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",338.6
1/11/2023,Queensland ,Electrical and electronic goods retailing ,531.8
