reporting_date,state,industry,turnover_millions
1/05/2018,Western Australia ,Electrical and electronic goods retailing ,164.4
1/05/2018,Western Australia ,"Hardware, building and garden supplies retailing ",158.1
1/05/2018,Western Australia ,Household goods retailing ,438.6
1/05/2018,Western Australia ,Clothing retailing ,95.7
1/05/2018,Western Australia ,Footwear and other personal accessory retailing ,66.6
1/05/2018,Western Australia ,"Clothing, footwear and personal accessory retailing ",162.3
1/05/2018,Western Australia ,Department stores ,156.1
1/05/2018,Western Australia ,Newspaper and book retailing ,38.5
1/05/2018,Western Australia ,Other recreational goods retailing ,35.3
1/05/2018,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",150.2
1/05/2018,Western Australia ,Other retailing n.e.c. ,133.3
1/05/2018,Western Australia ,Other retailing ,357.3
1/05/2018,Western Australia ,"Cafes, restaurants and catering services ",289.9
1/05/2018,Western Australia ,Takeaway food services ,168.2
1/05/2018,Western Australia ,"Cafes, restaurants and takeaway food services ",458.1
1/05/2018,Tasmania ,Supermarket and grocery stores ,205.1
1/05/2018,Tasmania ,Food retailing ,236.2
1/05/2018,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",27.1
1/05/2018,Tasmania ,Electrical and electronic goods retailing ,36.1
1/05/2018,Tasmania ,"Hardware, building and garden supplies retailing ",32.0
1/05/2018,Tasmania ,Household goods retailing ,95.2
1/05/2018,Tasmania ,Clothing retailing ,21.4
1/05/2018,Tasmania ,Footwear and other personal accessory retailing ,8.1
1/05/2018,Tasmania ,"Clothing, footwear and personal accessory retailing ",29.5
1/05/2018,Tasmania ,Newspaper and book retailing ,10.6
1/05/2018,Tasmania ,Other recreational goods retailing ,11.1
1/05/2018,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",27.0
1/05/2018,Tasmania ,"Cafes, restaurants and catering services ",27.8
1/05/2018,Tasmania ,Takeaway food services ,30.1
1/05/2018,Tasmania ,"Cafes, restaurants and takeaway food services ",57.9
1/05/2018,Northern Territory ,Supermarket and grocery stores ,122.8
1/05/2018,Northern Territory ,Food retailing ,132.3
1/05/2018,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",8.2
1/05/2018,Northern Territory ,Electrical and electronic goods retailing ,12.9
1/05/2018,Northern Territory ,"Hardware, building and garden supplies retailing ",19.2
1/05/2018,Northern Territory ,Household goods retailing ,40.3
1/05/2018,Northern Territory ,Clothing retailing ,8.7
1/05/2018,Northern Territory ,Footwear and other personal accessory retailing ,5.6
1/05/2018,Northern Territory ,"Clothing, footwear and personal accessory retailing ",14.3
1/05/2018,Northern Territory ,Newspaper and book retailing ,1.5
1/05/2018,Northern Territory ,Other recreational goods retailing ,5.5
1/05/2018,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",8.9
1/05/2018,Northern Territory ,"Cafes, restaurants and catering services ",22.5
1/05/2018,Northern Territory ,Takeaway food services ,18.2
1/05/2018,Northern Territory ,"Cafes, restaurants and takeaway food services ",40.7
1/05/2018,Australian Capital Territory ,Supermarket and grocery stores ,178.8
1/05/2018,Australian Capital Territory ,Liquor retailing ,12.3
1/05/2018,Australian Capital Territory ,Other specialised food retailing ,12.4
1/05/2018,Australian Capital Territory ,Food retailing ,203.5
1/05/2018,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",25.7
1/05/2018,Australian Capital Territory ,Electrical and electronic goods retailing ,33.4
1/05/2018,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",28.5
1/05/2018,Australian Capital Territory ,Household goods retailing ,87.6
1/05/2018,Australian Capital Territory ,Clothing retailing ,24.6
1/05/2018,Australian Capital Territory ,Footwear and other personal accessory retailing ,15.0
1/05/2018,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",39.5
1/05/2018,Australian Capital Territory ,Department stores ,30.9
1/05/2018,Australian Capital Territory ,Newspaper and book retailing ,4.2
1/05/2018,Australian Capital Territory ,Other recreational goods retailing ,9.1
1/05/2018,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",18.9
1/05/2018,Australian Capital Territory ,Other retailing n.e.c. ,20.7
1/05/2018,Australian Capital Territory ,Other retailing ,53.0
1/05/2018,Australian Capital Territory ,"Cafes, restaurants and catering services ",40.9
1/05/2018,Australian Capital Territory ,Takeaway food services ,26.7
1/05/2018,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",67.6
1/06/2018,New South Wales ,Supermarket and grocery stores ,2652.1
1/06/2018,New South Wales ,Liquor retailing ,281.9
1/06/2018,New South Wales ,Other specialised food retailing ,242.2
1/06/2018,New South Wales ,Food retailing ,3176.2
1/06/2018,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",448.6
1/06/2018,New South Wales ,Electrical and electronic goods retailing ,616.4
1/06/2018,New South Wales ,"Hardware, building and garden supplies retailing ",438.8
1/06/2018,New South Wales ,Household goods retailing ,1503.9
1/06/2018,New South Wales ,Clothing retailing ,560.0
1/06/2018,New South Wales ,Footwear and other personal accessory retailing ,230.7
1/06/2018,New South Wales ,"Clothing, footwear and personal accessory retailing ",790.7
1/06/2018,New South Wales ,Department stores ,530.9
1/06/2018,New South Wales ,Newspaper and book retailing ,77.6
1/06/2018,New South Wales ,Other recreational goods retailing ,101.9
1/06/2018,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",379.5
1/06/2018,New South Wales ,Other retailing n.e.c. ,528.5
1/06/2018,New South Wales ,Other retailing ,1087.4
1/06/2018,New South Wales ,"Cafes, restaurants and catering services ",725.2
1/06/2018,New South Wales ,Takeaway food services ,540.0
1/06/2018,New South Wales ,"Cafes, restaurants and takeaway food services ",1265.2
1/06/2018,Victoria ,Supermarket and grocery stores ,2112.9
1/06/2018,Victoria ,Liquor retailing ,190.3
1/06/2018,Victoria ,Other specialised food retailing ,192.7
1/06/2018,Victoria ,Food retailing ,2495.9
1/06/2018,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",341.7
1/06/2018,Victoria ,Electrical and electronic goods retailing ,532.7
1/06/2018,Victoria ,"Hardware, building and garden supplies retailing ",391.1
1/06/2018,Victoria ,Household goods retailing ,1265.5
1/06/2018,Victoria ,Clothing retailing ,441.9
1/06/2018,Victoria ,Footwear and other personal accessory retailing ,156.7
1/06/2018,Victoria ,"Clothing, footwear and personal accessory retailing ",598.5
1/06/2018,Victoria ,Department stores ,396.5
1/06/2018,Victoria ,Newspaper and book retailing ,39.1
1/06/2018,Victoria ,Other recreational goods retailing ,70.0
1/06/2018,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",500.2
1/06/2018,Victoria ,Other retailing n.e.c. ,466.2
1/06/2018,Victoria ,Other retailing ,1075.5
1/06/2018,Victoria ,"Cafes, restaurants and catering services ",549.0
1/06/2018,Victoria ,Takeaway food services ,324.1
1/06/2018,Victoria ,"Cafes, restaurants and takeaway food services ",873.1
1/06/2018,Queensland ,Supermarket and grocery stores ,1796.2
1/06/2018,Queensland ,Food retailing ,2176.2
1/06/2018,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",229.9
1/06/2018,Queensland ,Electrical and electronic goods retailing ,355.4
1/06/2018,Queensland ,"Hardware, building and garden supplies retailing ",324.3
1/06/2018,Queensland ,Household goods retailing ,909.5
1/06/2018,Queensland ,Clothing retailing ,252.2
1/06/2018,Queensland ,Footwear and other personal accessory retailing ,99.1
1/06/2018,Queensland ,"Clothing, footwear and personal accessory retailing ",351.3
1/06/2018,Queensland ,Department stores ,308.7
1/06/2018,Queensland ,Newspaper and book retailing ,41.3
1/06/2018,Queensland ,Other recreational goods retailing ,114.9
1/06/2018,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",259.3
1/06/2018,Queensland ,Other retailing n.e.c. ,262.4
1/06/2018,Queensland ,Other retailing ,678.0
1/06/2018,Queensland ,"Cafes, restaurants and catering services ",345.3
1/06/2018,Queensland ,Takeaway food services ,296.6
1/06/2018,Queensland ,"Cafes, restaurants and takeaway food services ",641.9
1/06/2018,South Australia ,Supermarket and grocery stores ,636.0
1/06/2018,South Australia ,Liquor retailing ,43.4
1/06/2018,South Australia ,Other specialised food retailing ,51.0
1/06/2018,South Australia ,Food retailing ,730.4
1/06/2018,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",74.1
1/06/2018,South Australia ,Electrical and electronic goods retailing ,101.9
1/06/2018,South Australia ,"Hardware, building and garden supplies retailing ",93.3
1/06/2018,South Australia ,Household goods retailing ,269.4
1/06/2018,South Australia ,Clothing retailing ,64.6
1/06/2018,South Australia ,Footwear and other personal accessory retailing ,44.1
1/06/2018,South Australia ,"Clothing, footwear and personal accessory retailing ",108.7
1/06/2018,South Australia ,Department stores ,110.3
1/06/2018,South Australia ,Newspaper and book retailing ,8.9
1/06/2018,South Australia ,Other recreational goods retailing ,22.0
1/06/2018,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",119.2
1/06/2018,South Australia ,Other retailing n.e.c. ,103.2
1/06/2018,South Australia ,Other retailing ,253.2
1/06/2018,South Australia ,"Cafes, restaurants and catering services ",125.2
1/06/2018,South Australia ,Takeaway food services ,89.9
1/06/2018,South Australia ,"Cafes, restaurants and takeaway food services ",215.1
1/06/2018,Western Australia ,Supermarket and grocery stores ,934.9
1/06/2018,Western Australia ,Liquor retailing ,114.8
1/06/2018,Western Australia ,Other specialised food retailing ,82.8
1/06/2018,Western Australia ,Food retailing ,1132.5
1/06/2018,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",127.5
1/06/2018,Western Australia ,Electrical and electronic goods retailing ,192.6
1/06/2018,Western Australia ,"Hardware, building and garden supplies retailing ",150.6
1/06/2018,Western Australia ,Household goods retailing ,470.7
1/06/2018,Western Australia ,Clothing retailing ,102.9
1/06/2018,Western Australia ,Footwear and other personal accessory retailing ,64.4
1/06/2018,Western Australia ,"Clothing, footwear and personal accessory retailing ",167.3
1/06/2018,Western Australia ,Department stores ,172.7
1/06/2018,Western Australia ,Newspaper and book retailing ,38.3
1/06/2018,Western Australia ,Other recreational goods retailing ,38.2
1/06/2018,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",139.7
1/06/2018,Western Australia ,Other retailing n.e.c. ,136.4
1/06/2018,Western Australia ,Other retailing ,352.6
1/06/2018,Western Australia ,"Cafes, restaurants and catering services ",276.4
1/06/2018,Western Australia ,Takeaway food services ,164.8
1/06/2018,Western Australia ,"Cafes, restaurants and takeaway food services ",441.1
1/06/2018,Tasmania ,Supermarket and grocery stores ,194.3
1/06/2018,Tasmania ,Food retailing ,223.9
1/06/2018,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",29.4
1/06/2018,Tasmania ,Electrical and electronic goods retailing ,40.4
1/06/2018,Tasmania ,"Hardware, building and garden supplies retailing ",32.8
1/06/2018,Tasmania ,Household goods retailing ,102.5
1/06/2018,Tasmania ,Clothing retailing ,20.4
1/06/2018,Tasmania ,Footwear and other personal accessory retailing ,7.7
1/06/2018,Tasmania ,"Clothing, footwear and personal accessory retailing ",28.2
1/06/2018,Tasmania ,Newspaper and book retailing ,10.4
1/06/2018,Tasmania ,Other recreational goods retailing ,12.7
1/06/2018,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",26.3
1/06/2018,Tasmania ,"Cafes, restaurants and catering services ",26.9
1/06/2018,Tasmania ,Takeaway food services ,29.2
1/06/2018,Tasmania ,"Cafes, restaurants and takeaway food services ",56.1
1/06/2018,Northern Territory ,Supermarket and grocery stores ,124.6
1/06/2018,Northern Territory ,Food retailing ,134.2
1/06/2018,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",9.3
1/06/2018,Northern Territory ,Electrical and electronic goods retailing ,14.3
1/06/2018,Northern Territory ,"Hardware, building and garden supplies retailing ",19.8
1/06/2018,Northern Territory ,Household goods retailing ,43.4
1/06/2018,Northern Territory ,Clothing retailing ,9.4
1/06/2018,Northern Territory ,Footwear and other personal accessory retailing ,5.9
1/06/2018,Northern Territory ,"Clothing, footwear and personal accessory retailing ",15.3
1/06/2018,Northern Territory ,Newspaper and book retailing ,1.6
1/06/2018,Northern Territory ,Other recreational goods retailing ,5.9
1/06/2018,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",8.7
1/06/2018,Northern Territory ,"Cafes, restaurants and catering services ",22.5
1/06/2018,Northern Territory ,Takeaway food services ,19.0
1/06/2018,Northern Territory ,"Cafes, restaurants and takeaway food services ",41.5
1/06/2018,Australian Capital Territory ,Supermarket and grocery stores ,174.2
1/06/2018,Australian Capital Territory ,Liquor retailing ,12.0
1/06/2018,Australian Capital Territory ,Other specialised food retailing ,12.8
1/06/2018,Australian Capital Territory ,Food retailing ,199.0
1/06/2018,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",28.5
1/06/2018,Australian Capital Territory ,Electrical and electronic goods retailing ,40.4
1/06/2018,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",25.8
1/06/2018,Australian Capital Territory ,Household goods retailing ,94.6
1/06/2018,Australian Capital Territory ,Clothing retailing ,24.5
1/06/2018,Australian Capital Territory ,Footwear and other personal accessory retailing ,14.9
1/06/2018,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",39.3
1/06/2018,Australian Capital Territory ,Department stores ,31.1
1/06/2018,Australian Capital Territory ,Newspaper and book retailing ,4.1
1/06/2018,Australian Capital Territory ,Other recreational goods retailing ,9.4
1/06/2018,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",19.4
1/06/2018,Australian Capital Territory ,Other retailing n.e.c. ,21.4
1/06/2018,Australian Capital Territory ,Other retailing ,54.3
1/06/2018,Australian Capital Territory ,"Cafes, restaurants and catering services ",40.7
1/06/2018,Australian Capital Territory ,Takeaway food services ,26.5
1/06/2018,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",67.2
1/07/2018,New South Wales ,Supermarket and grocery stores ,2721.5
1/07/2018,New South Wales ,Liquor retailing ,279.1
1/07/2018,New South Wales ,Other specialised food retailing ,250.0
1/07/2018,New South Wales ,Food retailing ,3250.6
1/07/2018,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",436.9
1/07/2018,New South Wales ,Electrical and electronic goods retailing ,536.7
1/07/2018,New South Wales ,"Hardware, building and garden supplies retailing ",446.8
1/07/2018,New South Wales ,Household goods retailing ,1420.5
1/07/2018,New South Wales ,Clothing retailing ,483.1
1/07/2018,New South Wales ,Footwear and other personal accessory retailing ,216.5
1/07/2018,New South Wales ,"Clothing, footwear and personal accessory retailing ",699.5
1/07/2018,New South Wales ,Department stores ,446.2
1/07/2018,New South Wales ,Newspaper and book retailing ,78.5
1/07/2018,New South Wales ,Other recreational goods retailing ,123.3
1/07/2018,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",387.1
1/07/2018,New South Wales ,Other retailing n.e.c. ,549.2
1/07/2018,New South Wales ,Other retailing ,1138.2
1/07/2018,New South Wales ,"Cafes, restaurants and catering services ",772.7
1/07/2018,New South Wales ,Takeaway food services ,576.8
1/07/2018,New South Wales ,"Cafes, restaurants and takeaway food services ",1349.5
1/07/2018,Victoria ,Supermarket and grocery stores ,2179.5
1/07/2018,Victoria ,Liquor retailing ,191.8
1/07/2018,Victoria ,Other specialised food retailing ,203.9
1/07/2018,Victoria ,Food retailing ,2575.2
1/07/2018,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",312.3
1/07/2018,Victoria ,Electrical and electronic goods retailing ,459.9
1/07/2018,Victoria ,"Hardware, building and garden supplies retailing ",413.2
1/07/2018,Victoria ,Household goods retailing ,1185.3
1/07/2018,Victoria ,Clothing retailing ,389.2
1/07/2018,Victoria ,Footwear and other personal accessory retailing ,153.6
1/07/2018,Victoria ,"Clothing, footwear and personal accessory retailing ",542.8
1/07/2018,Victoria ,Department stores ,356.5
1/07/2018,Victoria ,Newspaper and book retailing ,37.3
1/07/2018,Victoria ,Other recreational goods retailing ,76.3
1/07/2018,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",504.4
1/07/2018,Victoria ,Other retailing n.e.c. ,463.5
1/07/2018,Victoria ,Other retailing ,1081.5
1/07/2018,Victoria ,"Cafes, restaurants and catering services ",566.7
1/07/2018,Victoria ,Takeaway food services ,349.4
1/07/2018,Victoria ,"Cafes, restaurants and takeaway food services ",916.1
1/07/2018,Queensland ,Supermarket and grocery stores ,1898.5
1/07/2018,Queensland ,Food retailing ,2298.4
1/07/2018,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",230.0
1/07/2018,Queensland ,Electrical and electronic goods retailing ,325.4
1/07/2018,Queensland ,"Hardware, building and garden supplies retailing ",343.4
1/07/2018,Queensland ,Household goods retailing ,898.8
1/07/2018,Queensland ,Clothing retailing ,247.1
1/07/2018,Queensland ,Footwear and other personal accessory retailing ,100.8
1/07/2018,Queensland ,"Clothing, footwear and personal accessory retailing ",347.9
1/07/2018,Queensland ,Department stores ,291.5
1/07/2018,Queensland ,Newspaper and book retailing ,46.5
1/07/2018,Queensland ,Other recreational goods retailing ,122.9
1/07/2018,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",271.7
1/07/2018,Queensland ,Other retailing n.e.c. ,273.8
1/07/2018,Queensland ,Other retailing ,714.9
1/07/2018,Queensland ,"Cafes, restaurants and catering services ",393.7
1/07/2018,Queensland ,Takeaway food services ,328.1
1/07/2018,Queensland ,"Cafes, restaurants and takeaway food services ",721.8
1/07/2018,South Australia ,Supermarket and grocery stores ,657.1
1/07/2018,South Australia ,Liquor retailing ,44.8
1/07/2018,South Australia ,Other specialised food retailing ,47.0
1/07/2018,South Australia ,Food retailing ,748.8
1/07/2018,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",69.8
1/07/2018,South Australia ,Electrical and electronic goods retailing ,98.1
1/07/2018,South Australia ,"Hardware, building and garden supplies retailing ",88.0
1/07/2018,South Australia ,Household goods retailing ,255.9
1/07/2018,South Australia ,Clothing retailing ,58.6
1/07/2018,South Australia ,Footwear and other personal accessory retailing ,39.6
1/07/2018,South Australia ,"Clothing, footwear and personal accessory retailing ",98.2
1/07/2018,South Australia ,Department stores ,108.7
1/07/2018,South Australia ,Newspaper and book retailing ,10.8
1/07/2018,South Australia ,Other recreational goods retailing ,24.3
1/07/2018,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",120.5
1/07/2018,South Australia ,Other retailing n.e.c. ,108.4
1/07/2018,South Australia ,Other retailing ,264.0
1/07/2018,South Australia ,"Cafes, restaurants and catering services ",127.1
1/07/2018,South Australia ,Takeaway food services ,93.4
1/07/2018,South Australia ,"Cafes, restaurants and takeaway food services ",220.5
1/07/2018,Western Australia ,Supermarket and grocery stores ,945.4
1/07/2018,Western Australia ,Liquor retailing ,118.4
1/07/2018,Western Australia ,Other specialised food retailing ,86.3
1/07/2018,Western Australia ,Food retailing ,1150.0
1/07/2018,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",126.9
1/07/2018,Western Australia ,Electrical and electronic goods retailing ,163.0
1/07/2018,Western Australia ,"Hardware, building and garden supplies retailing ",145.6
1/07/2018,Western Australia ,Household goods retailing ,435.5
1/07/2018,Western Australia ,Clothing retailing ,87.2
1/07/2018,Western Australia ,Footwear and other personal accessory retailing ,64.3
1/07/2018,Western Australia ,"Clothing, footwear and personal accessory retailing ",151.5
1/07/2018,Western Australia ,Department stores ,156.9
1/07/2018,Western Australia ,Newspaper and book retailing ,35.4
1/07/2018,Western Australia ,Other recreational goods retailing ,39.0
1/07/2018,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",148.9
1/07/2018,Western Australia ,Other retailing n.e.c. ,134.0
1/07/2018,Western Australia ,Other retailing ,357.3
1/07/2018,Western Australia ,"Cafes, restaurants and catering services ",285.3
1/07/2018,Western Australia ,Takeaway food services ,179.3
1/07/2018,Western Australia ,"Cafes, restaurants and takeaway food services ",464.6
1/07/2018,Tasmania ,Supermarket and grocery stores ,205.7
1/07/2018,Tasmania ,Food retailing ,236.7
1/07/2018,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",27.7
1/07/2018,Tasmania ,Electrical and electronic goods retailing ,37.4
1/07/2018,Tasmania ,"Hardware, building and garden supplies retailing ",32.4
1/07/2018,Tasmania ,Household goods retailing ,97.5
1/07/2018,Tasmania ,Clothing retailing ,18.6
1/07/2018,Tasmania ,Footwear and other personal accessory retailing ,7.6
1/07/2018,Tasmania ,"Clothing, footwear and personal accessory retailing ",26.2
1/07/2018,Tasmania ,Newspaper and book retailing ,8.8
1/07/2018,Tasmania ,Other recreational goods retailing ,12.4
1/07/2018,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",27.7
1/07/2018,Tasmania ,"Cafes, restaurants and catering services ",28.4
1/07/2018,Tasmania ,Takeaway food services ,29.6
1/07/2018,Tasmania ,"Cafes, restaurants and takeaway food services ",58.0
1/07/2018,Northern Territory ,Supermarket and grocery stores ,134.6
1/07/2018,Northern Territory ,Food retailing ,144.2
1/07/2018,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",8.5
1/07/2018,Northern Territory ,Electrical and electronic goods retailing ,11.9
1/07/2018,Northern Territory ,"Hardware, building and garden supplies retailing ",20.0
1/07/2018,Northern Territory ,Household goods retailing ,40.3
1/07/2018,Northern Territory ,Clothing retailing ,10.7
1/07/2018,Northern Territory ,Footwear and other personal accessory retailing ,5.8
1/07/2018,Northern Territory ,"Clothing, footwear and personal accessory retailing ",16.5
1/07/2018,Northern Territory ,Newspaper and book retailing ,1.7
1/07/2018,Northern Territory ,Other recreational goods retailing ,6.5
1/07/2018,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",8.4
1/07/2018,Northern Territory ,"Cafes, restaurants and catering services ",22.6
1/07/2018,Northern Territory ,Takeaway food services ,20.4
1/07/2018,Northern Territory ,"Cafes, restaurants and takeaway food services ",43.0
1/07/2018,Australian Capital Territory ,Supermarket and grocery stores ,176.5
1/07/2018,Australian Capital Territory ,Liquor retailing ,12.5
1/07/2018,Australian Capital Territory ,Other specialised food retailing ,11.4
1/07/2018,Australian Capital Territory ,Food retailing ,200.4
1/07/2018,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",27.0
1/07/2018,Australian Capital Territory ,Electrical and electronic goods retailing ,34.3
1/07/2018,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",25.4
1/07/2018,Australian Capital Territory ,Household goods retailing ,86.7
1/07/2018,Australian Capital Territory ,Clothing retailing ,22.9
1/07/2018,Australian Capital Territory ,Footwear and other personal accessory retailing ,13.2
1/07/2018,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",36.1
1/07/2018,Australian Capital Territory ,Department stores ,27.6
1/07/2018,Australian Capital Territory ,Newspaper and book retailing ,5.3
1/07/2018,Australian Capital Territory ,Other recreational goods retailing ,9.8
1/07/2018,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",17.5
1/07/2018,Australian Capital Territory ,Other retailing n.e.c. ,21.8
1/07/2018,Australian Capital Territory ,Other retailing ,54.5
1/07/2018,Australian Capital Territory ,"Cafes, restaurants and catering services ",43.8
1/07/2018,Australian Capital Territory ,Takeaway food services ,26.6
1/07/2018,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",70.4
1/08/2018,New South Wales ,Supermarket and grocery stores ,2805.7
1/08/2018,New South Wales ,Liquor retailing ,290.2
1/08/2018,New South Wales ,Other specialised food retailing ,256.7
1/08/2018,New South Wales ,Food retailing ,3352.6
1/08/2018,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",442.1
1/08/2018,New South Wales ,Electrical and electronic goods retailing ,513.6
1/08/2018,New South Wales ,"Hardware, building and garden supplies retailing ",471.4
1/08/2018,New South Wales ,Household goods retailing ,1427.0
1/08/2018,New South Wales ,Clothing retailing ,473.9
1/08/2018,New South Wales ,Footwear and other personal accessory retailing ,233.4
1/08/2018,New South Wales ,"Clothing, footwear and personal accessory retailing ",707.3
1/08/2018,New South Wales ,Department stores ,429.2
1/08/2018,New South Wales ,Newspaper and book retailing ,92.6
1/08/2018,New South Wales ,Other recreational goods retailing ,99.9
1/08/2018,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",418.9
1/08/2018,New South Wales ,Other retailing n.e.c. ,576.6
1/08/2018,New South Wales ,Other retailing ,1188.0
1/08/2018,New South Wales ,"Cafes, restaurants and catering services ",791.6
1/08/2018,New South Wales ,Takeaway food services ,579.2
1/08/2018,New South Wales ,"Cafes, restaurants and takeaway food services ",1370.7
1/08/2018,Victoria ,Supermarket and grocery stores ,2228.2
1/08/2018,Victoria ,Liquor retailing ,198.0
1/08/2018,Victoria ,Other specialised food retailing ,213.4
1/08/2018,Victoria ,Food retailing ,2639.7
1/08/2018,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",306.2
1/08/2018,Victoria ,Electrical and electronic goods retailing ,448.6
1/08/2018,Victoria ,"Hardware, building and garden supplies retailing ",435.7
1/08/2018,Victoria ,Household goods retailing ,1190.5
1/08/2018,Victoria ,Clothing retailing ,381.6
1/08/2018,Victoria ,Footwear and other personal accessory retailing ,163.2
1/08/2018,Victoria ,"Clothing, footwear and personal accessory retailing ",544.7
1/08/2018,Victoria ,Department stores ,335.0
1/08/2018,Victoria ,Newspaper and book retailing ,39.3
1/08/2018,Victoria ,Other recreational goods retailing ,64.6
1/08/2018,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",524.7
1/08/2018,Victoria ,Other retailing n.e.c. ,511.2
1/08/2018,Victoria ,Other retailing ,1139.7
1/08/2018,Victoria ,"Cafes, restaurants and catering services ",588.2
1/08/2018,Victoria ,Takeaway food services ,355.7
1/08/2018,Victoria ,"Cafes, restaurants and takeaway food services ",943.8
1/08/2018,Queensland ,Supermarket and grocery stores ,1905.4
1/08/2018,Queensland ,Food retailing ,2313.2
1/08/2018,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",231.6
1/08/2018,Queensland ,Electrical and electronic goods retailing ,316.8
1/08/2018,Queensland ,"Hardware, building and garden supplies retailing ",350.8
1/08/2018,Queensland ,Household goods retailing ,899.2
1/08/2018,Queensland ,Clothing retailing ,241.4
1/08/2018,Queensland ,Footwear and other personal accessory retailing ,100.8
1/08/2018,Queensland ,"Clothing, footwear and personal accessory retailing ",342.2
1/08/2018,Queensland ,Department stores ,275.0
1/08/2018,Queensland ,Newspaper and book retailing ,55.8
1/08/2018,Queensland ,Other recreational goods retailing ,118.7
1/08/2018,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",282.0
1/08/2018,Queensland ,Other retailing n.e.c. ,288.1
1/08/2018,Queensland ,Other retailing ,744.7
1/08/2018,Queensland ,"Cafes, restaurants and catering services ",392.8
1/08/2018,Queensland ,Takeaway food services ,333.0
1/08/2018,Queensland ,"Cafes, restaurants and takeaway food services ",725.8
1/08/2018,South Australia ,Supermarket and grocery stores ,680.5
1/08/2018,South Australia ,Liquor retailing ,46.4
1/08/2018,South Australia ,Other specialised food retailing ,48.4
1/08/2018,South Australia ,Food retailing ,775.2
1/08/2018,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",70.2
1/08/2018,South Australia ,Electrical and electronic goods retailing ,92.9
1/08/2018,South Australia ,"Hardware, building and garden supplies retailing ",91.9
1/08/2018,South Australia ,Household goods retailing ,254.9
1/08/2018,South Australia ,Clothing retailing ,54.0
1/08/2018,South Australia ,Footwear and other personal accessory retailing ,41.1
1/08/2018,South Australia ,"Clothing, footwear and personal accessory retailing ",95.0
1/08/2018,South Australia ,Department stores ,95.3
1/08/2018,South Australia ,Newspaper and book retailing ,11.0
